user_id,word,state,city,language,gender,agegroup,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39
user_002,rose,karnataka,mangalore,english,female,21-25,-472.68225,98.51535,17.76728,-10.186985,-2.7484672,-8.93944,-9.379487,-14.394332,-19.111092,-6.3008723,-8.880068,-2.6445966,-5.892611,3.546132,0.06550777,2.9845655,-0.08666579,0.97106004,-0.5706728,-0.7930403,0.5001732,-1.5359552,0.02973491,-0.90967023,0.30479234,-0.29764432,-1.4460187,-1.0790911,-0.6550844,-0.5725064,-0.49835232,0.08883658,0.46132895,-0.03650564,0.008260883,0.034493893,0.4173953,0.15621193,0.2263357
user_002,plants,karnataka,mangalore,english,female,21-25,-470.39517,111.649536,-11.141403,-5.4252834,-0.03317529,-0.45303524,-9.31856,-5.794852,-8.358004,-4.2667723,-12.240425,-3.706912,-8.940549,11.590416,4.2558546,-0.68642867,0.6292783,0.51767325,-0.14810951,-0.13285966,-0.0018901527,0.3059107,-0.9932775,-1.102772,0.16450056,-0.71666807,-2.7191684,-1.1274955,1.780333,0.9074418,0.04633157,-0.3285958,0.082788244,0.42406958,0.0759889,0.008233219,0.25600913,-0.11208871,0.09843048
user_002,city,karnataka,mangalore,english,female,21-25,-535.7314,66.2624,18.78447,4.5123453,3.5099776,-10.048437,-4.381664,-3.5206943,-15.396643,-5.2948694,-5.986742,-5.1270685,-8.008577,15.509654,2.6369987,1.228646,-0.29525042,-0.5845851,-1.8924768,-0.5455992,-0.4359714,-1.6034781,-0.17428495,-0.33793607,-0.06637402,-0.5709387,0.031752095,0.0009826273,-0.66983974,1.4444745,-0.57080424,0.5143423,0.007299036,-0.15861899,-0.073615864,0.01856479,0.020510513,-0.079646066,0.21684042
user_002,mobile,karnataka,mangalore,english,female,21-25,-497.78473,111.9718,16.297207,-2.0938973,-5.4354,-1.1660079,-6.808132,-2.9718099,-13.329477,-1.1110172,-5.866731,-7.4123344,-13.640803,13.396238,5.90033,-0.94395393,-2.3139162,-0.3075636,-0.29743966,-0.45490956,-0.057419226,-0.45603794,0.3997233,-0.48499689,-0.32993197,-0.47022897,0.24694204,-1.5022968,-1.1897967,-0.85047764,0.7289386,0.5137783,-0.14477488,-0.21856366,-0.012983173,0.24600825,-0.05414687,-0.044813212,0.04255359
user_003,game,karnataka,mangalore,english,female,18-25,-516.9479,77.25226,21.128836,17.054792,-5.009387,-3.5707273,-2.0203187,-12.710405,-13.955418,-4.7344565,-11.625822,-2.1316578,-11.154226,14.179848,4.025215,1.5951104,0.86722136,-1.3771579,-1.1749431,0.7837519,-1.579654,-0.5917962,0.098759584,-1.0160859,0.61084324,-0.48471698,-2.3375282,-0.7570154,-0.4283253,-0.13148332,0.3465606,0.2999254,0.21342811,0.5595437,0.5138234,0.011404201,0.3829834,-0.088275746,0.20812137
user_004,hello,karnataka,mangalore,tulu,male,14-20,-435.46185,123.798164,-29.220655,-2.8936343,-2.357468,18.719757,-15.552567,-11.173943,-2.200948,-3.4265506,0.21778703,-13.069311,-7.473632,16.758503,5.9332433,-2.147781,-0.17676081,-0.6009837,0.7756295,-1.6946061,0.17641322,0.74271923,-0.45975107,0.19461706,-0.9929352,-0.02017983,-2.7601504,-0.70493096,0.7070987,-0.36423588,0.5224513,-0.41778296,-0.5094103,-0.14179696,0.14665255,-0.10414463,-0.052801102,0.039183646,0.5404866
user_004,water,karnataka,mangalore,tulu,male,14-20,-505.68744,99.123505,23.855915,34.85823,-16.819239,-11.374188,0.54538083,-10.008632,-2.9839282,-7.032053,2.3129487,-4.1038203,-9.598985,13.11581,4.108757,0.013937533,3.2326396,-1.8320025,-0.92273504,-0.093761146,-1.356282,-0.4336301,-1.1900139,0.041169763,-0.38400596,-0.53462404,-1.7411609,-0.31531858,0.5016315,-0.21619079,1.299556,-0.2387601,-0.381348,0.48188776,-0.3876791,-0.09304702,-0.061942734,0.24736935,0.19905424
user_005,chair,uttarpradesh,agra,hindi,male,23-25,-561.7694,73.15139,1.6996343,54.557117,0.7997259,8.512618,0.6518682,-0.79583955,-5.287772,-2.0483837,-7.0729656,9.382096,-4.9952755,12.170162,4.5555067,-0.23737471,1.5762831,-0.10550779,0.40582258,-0.046711028,-0.34461635,0.25750995,0.25682616,-0.08132412,0.78097284,-0.13796091,0.40653116,-0.78410935,-0.22284375,0.039802253,0.077830024,-0.005148351,0.1460177,0.0150604695,0.119941264,0.15523256,-0.109864265,0.010190368,-0.010610402
user_005,mango,uttarpradesh,agra,hindi,male,23-25,-489.3164,102.74412,9.838857,12.051519,-15.253964,18.53043,5.7989883,-10.15346,-0.95346683,-1.3991113,-1.4483769,0.1547103,-1.6226896,4.7351313,2.7622623,0.63792896,1.0526973,-0.8424244,0.49865395,0.20327601,-1.0513201,0.38222578,-0.16710293,-0.15739031,0.4166166,-0.13123268,0.7874523,0.18783198,-0.43337107,-0.23329261,-0.31934223,-0.20823938,-0.25881582,-0.19087297,-0.04846905,-0.07796854,0.124888435,0.16627468,0.108622834
user_005,air,uttarpradesh,agra,hindi,male,23-25,-604.6339,114.07606,-9.805125,22.398191,-14.015179,17.529148,-0.11188096,0.23786509,-4.488998,1.6051968,1.1562825,1.2066427,-0.30191538,10.209333,5.383301,0.1874235,0.9917471,0.07105182,0.7224463,0.27259633,-0.2456384,0.1831967,0.16796708,-0.5174928,0.770871,-0.07367767,1.3453186,-0.051418245,0.05982828,0.11803247,-0.091835424,0.18143734,-0.06925817,0.026384003,0.055543333,-0.10266858,-0.21430804,0.09980431,-0.078713834
user_005,songs,uttarpradesh,agra,hindi,male,23-25,-512.54034,114.99818,8.875229,31.679527,7.0256634,5.253189,3.6547205,-5.088662,-1.8057979,-2.3285182,-2.4007778,-4.2758937,-7.2973146,8.477403,4.53736,0.9681698,2.909002,0.84609187,-0.08173864,0.898805,0.3508803,0.192766,-0.717927,0.29085344,-0.1810886,-0.6237565,2.2032762,0.4860482,-0.26447707,-1.3606119,0.061733693,0.35207418,-0.27026963,0.08595057,-0.18474218,0.6113673,0.12769885,-0.075878814,0.25052345
